,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,y
1270,"-4,72","-19,6","3,01","10,85","4,1","2,94","-9,89","-20,39","7,04","-17,32","10,15","10,61","-16,3","4,8","13,87","27,04","15,24","-8,34","-4,54","31,33","-1,28","-10,52","7,93","10,35","-3,8","2,91","5,77","-21,4","-3,8","2,89","-17,92","17,37","1,7","25,81","-12,46","6,33","-7,05","5,67","37,71","13,8","-17,3","-18,24","-9,64","-7,85","-4,58","13,07","8,93","6,61","-4,63","29,65","5,76","11,12","5,28","-19,54","10,38","-1,63","1,74","5,39","14,23","-26,06","0,56","-16,53","-14,4","2,29","-5,81","-32,3","-12,49","28,21","-9,78","-2,07","44,93","1,73","1,85","-4,52","-28,56","11,41","-19,96","28,61","-17,48","9,85","-0,39","28,36","-19,38","-40,88","9,4","4,85","-72,04","44,72","-10,14","-37,4","-24,31","-4,92","-12,52","-6,63","-20,46","-54,5","15,01","38,72","-46,19","9,57","123,91","-31,2","-45,64","9,77","55,83","-19,94","69,78","28,33","-4,35","-2,49","19,53","16,35","-28,74","-7,95","46,77","8,41","12,28","-17,88","-53,9","4,99",51,"-18,68","-35,99","-24,42","1,32","-19,66","-24,4","-66,28","-97,46","-8,96","16,56","74,28","41,56","-85,12","185,84","12,02","-10,12","-78,01","39,59","7,65","-91,87","-33,34","14,72","42,23","-90,04","-1,16","275,59","-36,33","-212,31","1,58","-70,87","-3,77","-94,94","275,01","-178,05","-48,79","52,1","-56,05","126,45","118,9","27,01","23,34","38,22","-30,21","37,68","18,21","121,79",-115,"-40,05","48,31","-76,41","-75,96","15,53","-195,18","-6,69","-57,58","57,12","117,71","-1,6","-24,51","195,83","-25,86","-90,42","-240,15","72,86","20,91","-161,25","-11,6","456,31","28,32","213,95","269,65","-38,48","17,83","-162,44","75,68","-122,51","-297,98","-117,34","-161,17","-12,96"
1271,"-0,58","10,39","-0,92","5,07","1,08","-9,63","2,68","-0,33","0,73","-8,09","22,14","5,35","-0,92","4,14","11,53","10,63","7,61","2,54","1,92","25,37","-4,23","12,25","13,58","-6,43","-0,49","-2,08","1,96","6,17","13,14","-23,96","-4,77","7,56","10,3","21,24","-5,2","-7,52","3,03","-3,48","-1,4","-3,43","0,1","23,7","7,81","3,15","-6,19","-15,81","-1,5","8,16","9,43","8,84","27,71","-40,2","8,84","-2,68","-18,37","1,01","0,26","-1,92","14,98","0,24","1,85","22,92","-15,9","-12,17","-5,68","-18,94","35,41","22,06","12,16","47,16","40,66","15,02","-9,85","14,05","7,51","4,84","-34,56","40,25","7,51","22,32","-0,65",-1,"-8,27","-63,68","50,74","-23,19","-10,97","-11,99","-31,59","-74,83","-7,58","2,29","-3,22","20,55","-21,49","-2,51","-39,48","-64,36","-6,79","-30,25","18,1","-18,91","-140,54","-31,34","61,47","39,36","-12,69","-40,74","-28,25","-23,12","-5,1","76,52","-130,3","39,12","37,67","14,39","-36,49","-29,81","-23,07","-2,93","15,22","-4,31","-27,68","59,67","5,19","-7,83","5,96","-89,97","17,97","8,01","-29,2","-4,15","-45,05","-171,5","143,04","-16,92","9,97","8,88","104,09","-29,67","-114,48","52,69","11,71","4,09","73,01","-0,68","-36,83","29,48","-76,35","28,17","-61,48","-19,02","22,76","88,62","-112,31","-6,67",43,"103,09","10,09","32,38","27,73","202,53","-30,39","-72,28","23,31","-2,19","16,89","-114,97","39,78","-62,02","-17,77","-70,57","37,97","-202,42","-69,95","67,55","-178,98","10,58","-65,22","23,41","302,46","25,28","-70,33","30,75","176,41","-26,75","-177,27","85,53","389,53","-51,5","18,39","285,54","-2,2","-1,71","-159,35","175,62","-40,03","-270,53","-81,05","-97,12","-8,67"
1272,"9,3","15,52","-13,73","4,24","-15,48","-3,26","0,15","-4,46",1,"-13,02","16,84","3,07","-20,63","0,06","26,92","16,49","-15,71","14,12","-14,03","39,75","-5,33","-0,02","25,52","8,19","3,8","-8,86","4,41","-19,73","-12,53","-21,59","-2,7","0,61","18,55","21,48","12,83","-1,25","-14,81","-14,99","22,71","-10,68","22,94","20,31","6,78","-12,37","43,95","-11,12","-11,84","18,55","28,1","31,06","18,58","-15,48","40,93","8,12","6,08","31,2","30,73","-5,98","12,6","-7,58","-27,71","39,69","-43,71","-29,89","-14,65","-10,84","57,64","18,97","12,54","36,49","59,78","17,26","-15,88","-17,79","-14,63","-36,71","-13,25","39,39","38,35","-1,09","30,55","9,6","-13,62","-71,73","38,33","-27,81","-116,13","34,92",-47,"-75,23","-14,74","2,91","20,49","20,36","-83,62","-117,57","18,99","-112,37","4,96","-35,57","185,93","3,14","-138,08","-18,89","47,48","28,61","93,72","-23,74","-39,18","-74,3","40,47","50,53","-119,91","9,13","40,91","25,7","50,96","-26,08","-31,71","88,69","80,59","40,91","-28,31","65,96","20,97","91,03","-62,49","-76,27","-69,45","-36,02","-49,69","168,31","-32,42","-142,14","193,69","45,58","76,01","187,28","112,2","86,53","-111,3","85,82","-27,83","-28,84","-120,12","14,27","504,92","108,83","-362,46","-24,74","-78,64","-24,71","-292,2","486,91","-115,9","141,65","-64,96","-4,88","208,21","189,69","138,47","209,41","-47,62","-109,75","35,6","-65,76","211,34","-171,02","59,91","25,78","228,78","-134,67","50,9","-268,05","-60,66","16,75","-128,7","2,01","75,91","79,3","341,14","18,35","-108,01","-341,59","187,33","-47,04","-245,23","83,28","448,76","1,7","337,21","247,83","46,72","21,02","-122,95","166,95","-260,91","-334,96","434,79","-255,23","132,44"
1273,"-5,71","-7,33","0,69","-5,82","-5,64","5,2","-0,63","-8,04","2,52","0,71","16,45","-0,95","5,15","-3,27","3,58","6,89","16,05","1,61","1,48","32,49","-2,45","4,48","10,86","-3,66","-3,77","-21,04","12,99","-5,05","-0,86","-25,98","-21,93","3,46","11,48","8,51","-7,16","-1,45","-4,97","-7,59","12,27","6,81","-5,93","27,04","4,38","0,55","1,03","-5,11","-16,14","1,47","-0,06","7,77","5,22","3,91","35,42","-21,81","-3,53","2,93","24,84","-15,46","16,66","6,94","-12,96","18,38","11,6","17,62","-21,02","12,4","12,03","-19,66","-14,06","34,85","-0,64","-14,78","-7,39","-3,77","-12,23","7,09","11,18","26,92","16,76","65,1","-5,4","-7,89","-21,93","-21,89","48,9","38,83","-28,36","25,65","-64,54","-52,91","12,9","-0,44","-32,14","22,84","27,88","-19,42","16,94","-20,15","28,69","-36,38","88,36","-89,88","-119,22","-21,69","6,54","-12,98","44,72","-17,31","-11,64","-88,18","-28,28","55,76","-126,46","34,17","34,91","33,73","-13,79","-34,75","-8,86","34,03","3,92","-44,55","-32,63","21,03","2,67","45,37","-52,08","-31,54","-0,29","-65,2","-3,08","68,58","24,63","-148,3","125,6","29,71","-0,46","-54,21","93,8","32,9","-118,25","37,53","21,37","108,34","-134,05","43,95","125,72",27,"-2,7","10,76","-40,17","-45,47","-39,71","72,34","-59,51","73,42","65,18","-18,71","54,15","16,93","14,15","129,71","-1,75","-101,9","10,39","-108,78","44,22","-42,77","-59,11","156,62","-91,31","58,1","56,01","173,39","41,43","112,56","-131,3","56,14","6,52","8,68","223,15","52,78","-16,95","-77,9","156,88","-65,65","-156,31","104,5","208,35","-10,95","67,81","126,49","-112,46","5,67","-49,34","103,22","-12,44","-146,69","-109,08","-13,22","47,72"
1274,"-3,54","-3,17","8,57","1,09","-10,52","-4,56","4,98","3,18","7,17","-7,35","24,37","4,07","-1,59","-0,01","14,13","22,96","17,5","-2,43","11,28","19,71","-0,01","15,1","17,38","-9,02","1,32","-10,67","6,91","5,41","4,18","-19,86","-23,38","16,44","6,05","21,95","-6,02","-10,6","3,22","-4,02","10,03","13,65","-13,57","18,32","2,12","-8,27","-23,26","-8,43","-17,64","-2,64","-9,97","16,96","23,76","-15,89","15,17","-22,17","-12,17","-15,81","2,53","0,98","6,39","17,32","1,02","16,64","4,37","28,56","-15,36","-19,27","-13,81","-7,74","1,84","21,77","32,75","-8,48","6,83","0,21","-3,89","-4,21","-29,07","23,65","2,89","27,49","-16,44","1,53","-5,12","-39,38","17,03","-14,86","-19,87","9,81","-55,72","-69,99","4,06","-0,15","-14,61","-4,83","-33,83","-18,58","-6,07","25,43","2,53","-60,61","65,73","-57,81","-121,35","-11,36","34,63","1,74","36,49","8,83","-39,79","-22,2","-48,09","36,69","-88,75","35,67","50,34","29,55","-29,22","-36,64","-27,71","10,98","12,24","-37,13","-42,38","-13,94","12,98","24,12","-51,54","-92,14","8,84","-14,73","7,67","79,14","3,04","-78,95","230,43","-10,03","-21,09","-107,82","90,92","-42,25","-89,5","47,58","26,73","65,3","-9,19","13,16","46,25","11,66","-10,7","25,43","-105,83","-1,94","8,18","112,24","-85,47","11,98","28,22","28,61","-24,08","43,04","47,46","148,78","20,5","-113,45","66,43","-87,2","13,73","-169,16","-18,98","70,6","-131,44","-44,17","52,03","-108,9","-41,52","-49,28","-3,68","83,55","-34,41","-52,88","343,72","27,43","-128,64","15,44","48,69","35,72","-246,27","1,76","481,38","-15,95","26,22","194,84","-75,43","-45,68","-101,43","140,56","-14,36","-358,62","-169,09","-129,09","-35,25"
1275,"-1,08","3,66","-6,3","-0,17","-6,42","-6,84","9,01","4,82","-6,41","-9,06","5,49","-4,08","1,04","-3,83","12,06","-0,72","1,7","11,73","-5,93","19,96","8,88","14,97","30,71","-5,64","-7,24","-1,09","6,4","-6,23","5,32","-14,17","-4,77","-17,39","12,95","18,58","-7,49","-8,52","-2,75","-1,36","3,44","16,48","-10,84","20,65","3,21","8,29","-1,78","10,29","8,25","10,04","7,78","22,46","22,48","-25,02","10,39","-12,6","-4,65","13,31","25,66","20,45","-0,55","9,94","-3,21","-6,89","-7,02","6,39","-6,55","11,9","21,9","18,24","14,77","34,09","24,47","2,16","-2,45","4,81","13,08","-18,24","-4,11","20,33","-15,71","13,5","-2,7","5,98","-18,7","-43,47","7,73","16,07","-52,33","13,98","-14,07","-19,37","19,97","-7,18","-21,47","36,57","-50,2","-68,19","22,02","7,3","-45,4","29,12","109,62","-22,08","-113,99","8,89","45,53","-10,53","76,73","3,48","0,05","8,05","18,87","46,21","-78,19","-31,27","-18,25","-31,42","20,65","-17,16","-42,08","39,04","41,54","4,01","5,45","-11,48","12,91","82,17","-41,33","-5,59","-34,57","-24,54","5,18","149,57","-148,33","14,21","21,24","-1,48","3,47","-22,37","25,39","40,91","-2,31","131,94","3,6","26,02","-122,69","-3,36","324,59","9,47","-149,09","-30,6","-49,35","24,39","-165,06","253,29","50,46","63,85","-0,27","-37,11","91,33","103,63","94,67","198,2","-14,83","10,54","-26,56","31,74","105,18","-95,88","18,14","63,68","-27,43","-67,33","11,31","-41,16","-4,16","-52,99","-50,55","8,08","-3,81","-123,96","87,35","-12,94","22,4","-176,6","101,11","37,11","-123,97","123,11","41,79","-55,95","176,96","84,04","-85,21","-33,04","14,51","113,9","-183,74","-101,25","104,85","-156,91","53,41"
1276,"3,06","0,92","-3,01","-1,46","-5,26","13,06","-3,8","-20,29","14,31","-0,03","11,35","10,09","-5,14","-0,39","7,25","1,84","8,61","11,29","4,18","23,56","-1,45","4,89","-2,89","-3,01","-3,34","4,34","7,26","-11,55","-5,85","-16,51","-21,32","7,2","-3,82","5,18","-1,83","-15,06","-3,42","5,91","2,85","13,42","-11,27","0,06","5,39","-5,99","3,65","12,22","-13,97","5,87","-8,94","2,41","3,65","6,48","3,22","-22,39","12,23","27,4","14,64","-9,6","8,73","-20,73","-3,75","-4,07","-8,22","11,52","-17,92","-9,11","0,71","-6,28","0,96","11,97","-11,27","4,62",-9,"-1,31","-6,36","-16,52","31,84","8,23","-12,5","9,33","3,88","-5,24","-15,53","-20,71","36,88","50,22","-9,9","22,47","-37,07","-36,73","-16,65","-2,98","-9,64","-15,13","40,38","-2,93",20,"7,07","5,29","-29,39","-0,88","-31,65","-40,47","-2,38","14,35","2,74","-5,39","3,17","-8,32","-41,24","17,22","10,33","-78,78","-1,73","63,78","30,37","12,74","-46,42","-17,27","32,11",-9,"-23,17","-21,51","-31,11","-31,08","-23,6","32,92","-67,47","-42,19","-0,86","18,35","19,39","67,86","-135,63","125,13","-5,51","-8,51","-45,32","65,38","76,76","-85,78","-70,52","0,83","53,04","-73,91","-15,59","127,7",9,"23,68","-2,63","-20,67","9,92","-71,53","-47,89","-133,21","1,24","25,6","-31,37","58,37","27,73","-26,78","47,9","8,17","-62,45","32,53",-117,"-5,03","-45,62","-30,71","105,15","-78,85","-16,35","36,17","114,37","52,2","52,48","14,34","95,24","9,01","-23,31","215,99","-21,78","-16,68","-108,93","48,6","92,72","-103,96","-51,03","265,2","36,34","35,02","137,7","-67,25","116,28","-104,17","36,75","1,23","-124,37","7,02","3,22","14,41"
1277,"-3,51","2,9","-7,03","9,58","-11,76","7,83","0,34","-6,54","-2,75","-12,16","22,66","3,64","-8,87","-1,29","23,06","9,45","6,09","14,69","6,94","30,17","4,55","23,01","6,43","-9,78","-8,5","-3,68","12,06","-10,86","-3,97","-25,11","-25,29","-3,3","21,97","10,01","-1,34","-16,46","9,07","10,83","7,04","13,35","-9,87","17,86","-7,48","-8,6","-7,3","4,88","-18,23","3,62","-6,67","21,59","-3,52","-12,19","6,68","-14,2","-17,06","-4,28","-27,58","5,19","6,66","-16,98","-6,71","5,07","-12,82","29,85","-24,65","-10,73","21,46","-15,88","-3,96","29,73","24,69","17,5","-2,74","18,11","7,83","-26,19","-5,99","24,9","7,82","28,54","-1,59","5,48","-16,6","-30,92","20,21","4,5","11,29","-15,31","-62,46","-69,66","24,8","-4,67","-12,98","25,55",19,"36,03","1,08","1,12","13,75","-51,1","-56,69","-29,22","-160,62",-18,"34,67","12,17","-62,54","3,56","-26,39","-39,05","-31,63","58,19","-122,8","-28,02","15,32",30,"28,5","-22,8","-39,32","57,97","-48,86","-34,32","-34,44","-29,97","-37,63","-49,66","64,73","-36,92","29,05","14,2","-5,41","-56,22","7,35","-107,8","194,1","2,31","12,41","-47,08","100,74","-32,62","-129,61","86,3","17,53","31,2","103,12","-28,48","-212,86","26,44","112,28","-5,46","-73,85","32,02","146,54","-67,77","-53,2","42,99","49,74","-63,77","-63,66","-9,75","-58,09","133,64","-4,29","-89,61",32,"-71,07","-90,44","-87,98","-28,41","117,65","-128,6","-57,13","44,88","-202,58","-52,76","49,95","-106,27","188,65","-24,72","-99,23","258,51","-67,07","-63,92","136,34","154,04","141,7","-233,21","134,23","265,61","-18,92","-72,88","154,58","-118,83","41,09","-49,71","118,52","101,09",-269,"55,25","-54,55","-31,5"
1278,"3,21","4,04","-2,45","10,57","-6,2","-9,02","-3,92","-2,51","3,6","6,73","3,56","6,39","0,01","10,82","1,65","-1,19","0,72","3,81","-7,78","22,37","8,47","2,52","14,96","4,44","-1,8","0,78","4,94","-7,66","-1,54","-5,07","-13,49","-10,45","6,67","11,41","-4,62","-7,63","1,47","3,41",17,"7,76","-9,33","27,83","-0,08","9,72","2,4","-7,63","-3,45","22,75","13,72","16,79","25,22","-17,24","17,56","-6,08","-10,52","-18,33","-9,72","5,95","15,89","12,19","-18,11","12,83",4,"-10,75","-9,57","2,41","31,56","31,34","9,35","34,01","28,51","22,98","-15,18","-7,05","-22,6","-14,37","-56,63","37,04","6,26","-5,68","11,86","0,73","-12,12","-62,54","25,51","-53,25","-25,59","17,62","-8,34","-42,39","2,92","-10,52","0,09","22,74","-36,44","-59,36","0,27","-36,5","-23,14","17,53","106,84","-11,55","-87,58","-11,05",54,"12,51","97,53","15,49","-7,43","-13,22","13,35","51,41","-68,38","0,8","1,63","-16,93","20,7","-15,91","-37,02","41,39","72,47","11,81","9,59","13,22","63,57","9,15","-72,17","-25,16","-10,63","-13,58","-13,42","65,13","-77,12","-72,14","31,17","-27,08","37,93","37,18","22,68","-87,74","-20,25","66,23","1,94","-16,41","-11,85","4,1","131,41","34,92","-246,37","-20,23","-43,17","-11,1","-24,58","247,32","-47,2","2,8","8,99","-1,74","82,68","48,01","69,3","197,03","0,96","-9,49","-21,34","40,65","134,45","-77,17","39,51","5,32","23,6","-8,87","4,84","-134,95","-13,8","-30,4","-80,39","-50,75","-7,14","10,92","167,02","-35,76","2,25","-128,78","105,47","58,16","-116,53","62,83","201,88","-3,88","143,76","209,7","-9,56","-72,7","-94,7","123,03","-126,13","-135,27","127,23","-110,83","48,36"
1279,"-4,35","-14,41","4,48","1,69","-5,32","-2,2","-5,65","-12,51","3,76","-2,94","22,26","-1,25","-9,21","1,25","3,35","12,82","-2,01","0,84","3,09","35,98","15,34","-12,36","17,09","21,38","-0,98","-11,71","8,31","-9,66","-3,84","-4,59","-17,65","2,36","11,97","25,16","-11,6","14,85","10,82","-2,41","49,69","8,51","13,04","8,51","-19,59","-2,16","0,99","-13,42","-14,96","1,69","13,72","47,21","20,33","0,61","30,13","-9,15","-9,72","-32,43","-36,44","7,18","25,65","-2,95","-17,21","14,1","-11,51","-10,84","-14,07","-14,4","29,62","31,98","-0,53","21,23","57,2","8,19","-6,26","-5,15","-26,97","2,44","-82,83","41,65","30,17","44,92","-8,8","24,74","-21,25","-71,09","19,26","-80,71","-69,91","36,98","-35,77","-82,73","-5,76","8,91","-13,57","8,65","-89,36","-83,76","3,68","-30,58","-27,58","-19,76","158,46","-43,02","-118,8","-30,04","66,52","-12,16","157,87","1,04","-40,5","-63,29","5,47","47,9","-91,4","-4,64","39,22","24,37","28,01","-22,18","-48,57","53,96","109,25","-18,27","-38,87","35,19","71,4","-0,44","-118,58","-93,89","-54,21","-40,94","-25,02","112,82","-29,14","-107,01","225,01","-9,63","29,66","15,4","88,36","-149,63","-100,3","48,06","25,57","48,05","-15,84","17,49","253,62","21,66","-356,95","-8,11","-111,47","-22,67","-42,32","428,66","-149,4","52,14","88,28","-75,35","80,29","119,83","90,96","179,68","-1,3","-82,13","41,28","14,44","192,4","-171,34","-75,7","85,64","-33,67","-74,64","11,08","-402,79","-46,13","-62,8","-23,13","16,13","6,81","65,9","333,7",-34,"-127,4","-211,9","138,7","-4,17","-246,72","66,16","592,39","-5,66","246,94","314,1","-84,28","-143,78","-166,93","167,56","-169,39","-420,48","-90,24","-234,81","-14,65"
1280,"10,7","2,79","-1,29","12,08","-11,98","1,85","-7,33","-10,04","4,26","-7,63","7,51","3,55","-4,81","3,41","14,09","5,63","10,01","0,88","-4,11","17,35","11,43","15,86","8,02","-0,23","-10,67","-1,39","5,63","-20,82","-13,36","-0,46","-28,3","-0,06","-7,11","24,34","6,14","2,53","2,73","-1,5","27,08","3,71","11,28","4,18","0,16","-4,38","11,23","-12,65","13,71","21,45","1,27","48,23","22,09","-14,84","34,48","-10,6","-19,88","-0,76","-3,52","24,96","31,46","-2,36","-50,64","37,55","-15,75","-9,53","-7,07","-17,81","20,9","45,01","-2,04","4,25","60,7","-1,92","-11,67","-7,83","-20,99","-3,13","-22,22","0,05","40,25","14,25","17,88","23,69","-21,35","-45,74","-3,28","-13,65","-83,97","43,17","9,23","-16,06","-21,39","-9,65","-13,85","4,48","-38,47","-75,27","-1,59","-63,51","-72,62","31,8","173,65","-39,36","-30,64","-35,56","65,74","28,62","103,56","1,53","5,58","-41,86","-1,25","11,15","-26,82","-2,45","32,43","-22,02","-0,98",-40,"-71,22","51,73","36,94","11,26","12,65","21,57","26,52","53,16","-69,1","-50,66","-48,79","-5,9","-52,62","153,15","-81,06","16,29","72,46","20,14","53,26","25,09","-3,83","-11,45","16,16","3,72","0,98","2,49","-111,27","-11,44","291,11","60,42","-230,79","16,91","-70,23","-20,14","-117,4","352,92","-72,03","42,57","45,4","-29,74","144,53","102,15","90,25","102,42","-22,83","47,81","0,86","52,98","149,13","-132,93","40,27","4,27","-4,75","-54,25","-14,8","-151,3","-26,81","-129,96","107,28","125,44","-6,88","-28,86","114,43","-1,35","-21,28","-198,24","15,61","18,52","-101,73","7,63","232,74","-65,16","227,02","172,35","-43,11","-47,97","-89,38","47,29","-152,95","-171,72","114,11","-209,8","45,58"
1281,"10,27","2,18","5,51","6,76","-4,74","3,84","1,13","-7,4","4,81","-6,11","17,4","7,92","-4,56","9,76",16,"3,71","20,28","-2,98","7,46","30,5","1,94","16,4","19,59","1,9","-2,8","-3,7","15,05","-10,34","-6,36","-21,04","-17,98","6,91","10,2","20,52","12,84","-16,26","-2,02","0,66","19,3","-21,47","15,46","17,2","13,23","1,2","-4,22","-36,34","-11,06","4,65","-12,1","27,05","18,66","-26,03","29,16","13,19","-5,9","11,62","-3,07","-8,77","31,3","7,81","-41,64","67,94","-18,39","-12,58","-0,83","-2,91","40,52","-4,01","0,66","32,38","46,13","15,92","-13,66","-7,48","-11,3","15,21","-25,68","23,25","58,96","13,55","11,21","1,76","-22,08","-40,65","29,58","-19,78","-84,72","31,11","-60,41","-60,03","-8,51","3,16","-4,65","16,63","-54,71","-68,68","-60,67","-105,73","-7,03","-30,17","144,65","-36,69","-127,94","-81,41",12,"57,55","62,36","-47,06","-28,52","-58,53","-8,65","34,8","-111,92","59,49","50,55","22,9","-55,19","-56,39","-16,6","28,05","39,72","-29,75","-22,19","55,78","11,02","54,39","-63,05","-69,57","-39,2","49,91","-85,52","148,98","-37,91","-94,72","141,23","4,19","43,33","14,41","105,49","27,32","-98,3","65,97","4,2","-46,12","-64,28","-36,67","288,39","81,2","-200,46","87,96","-68,48","-40,67","-171,65","292,39","-42,91","5,36","72,24","77,73","123,41","112,76","119,12","198,88","-39,25","-98,45","23,75","-133,72","125,34","-131,63","12,21","-59,56","-43,69","-107,23","59,36","-165,84","-51,15","45,4","-72,81","60,91","-25,83","94,39","276,38","5,36","-29,78","-154,73","122,34","-5,18","-195,69","73,65","264,7","-67,83","178,67","121,35","11,83","-11,37","-46,08","119,31","-182,78","-215,36","-93,14","-207,98","11,91"
1282,"-1,15","-3,59","6,36","7,31","1,95","-1,76","6,85","-17,82","8,63","-15,64","7,73","1,68","-5,35","-2,67","12,88","15,97","21,45","2,46","9,31","38,82","9,66","1,44","9,21","9,32","-2,32","-6,17","2,22","-18,14","-1,87","-7,15","-15,88","3,49","-5,82","34,96","-13,09","-8,86","-8,6","-6,9","33,54","7,95","-12,27","5,3","1,05","-2,1","-37,84","-7,96","7,1","-2,23","-15,84","26,76","6,95","-1,74","-3,79","-5,81","-11,49","8,21","7,25","-2,03","6,16","-0,07","5,54","-8,15","-12,1","23,73","-3,82","-28,84","-6,62","57,15","9,68","19,55","42,27","6,67","9,17","5,04","-6,64","11,72","-44,34","35,06","-8,33","23,1","-15,29","26,31","-15,67","-78,17","29,08","-27,59","-56,1","29,49","-8,7","-73,57","-31,96","-7,1","-30,06","-2,55","-53,3","-39,06","-11,55","38,1","-56,11","3,59","131,21","-45,38","-70,2","-18,79","93,71","-12,85","88,2","3,39","-7,13","2,5","18,76","35,56","-76,73","4,56","56,23","9,44","-18,78","-38,59","-65,02","-9,27","84,87","-56,83","-22,44","-25,79","34,69","19,46","-48,72","-106,96","-39,73","13,35","19,68","78,95","-32,21","-131,79","169,02","-6,11","-20,29","-120,95","57,89","-30,67","-73,68","-12,95","38,18","48,06","-52,29","-6,02","239,78","-30,49","-265,51","29,49","-89,6","6,46","-99,2","281,43","-194,84","-44,81","80,95","-16,79","146,12","82,81","72,51","165,99","24,9","-27,34","29,06","30,94","138,51","-163,39","-58,53","63,54","-193,08","-107,49","12,46","-208,01","-29,88","-72,31","17,97","8,39","-53,43","-35,22","302,54","-14,79","-98,54","-174,1",135,"76,4","-204,89","2,48","588,27","-19,79","187,29","367,8","-84,5","-33,56","-213,34","131,89","-193,35","-363,18","-297,26","-148,21","-42,14"
1283,"-12,31","6,08","8,91","13,64","-11,82","-1,99","10,15","-12,94","11,23","-11,3","13,43","9,14","5,18","-0,98","17,57","19,95","18,41","-12,26","16,55","23,5","16,51","25,97","8,5","2,17","-3,32","-13,8","-0,42","-8,24","-3,76","-10,04","-29,54","19,51","10,11","9,41","9,36","-13,12","-6,02","11,41","13,39","5,36","-0,72","7,5","-4,63","12,2","-5,23","-12,94","-15,82","1,05","-7,86","28,21","20,65","-18,26","31,24","-10,71","-13,73","-4,84","8,12","-6,94","25,04","6,68","-16,53","40,29","-1,99","24,99","-18,47","-12,27","-11,47","-1,78","18,99","26,92","26,21","-2,5","-2,01","11,38","2,84","-10,63","-31,73","30,61","30,29","22,05","-6,75","0,33","-8,08","-36,57","26,05","7,22","-21,15","3,24","-30,37","-35,86","-7,68","3,71","3,5","0,74","-38,76","-49,9","-27,84","-15,59","-11,37","-13,97",69,"-57,46",-75,"-34,21","31,66","25,54","84,49","-14,8","-11,17","-77,01","30,34","35,71","-72,69","53,14","41,76","18,37","-22,96","-25,25","-25,51","41,99","40,85","-56,97","-35,23","-14,63","19,34","4,17","-3,38","-68,96","-32,87","32,91","-2,35","77,12","50,5","-124,73","153,24","-37,59","4,97","-47,84","63,85","-37,17","-111,42","-35,96","1,54","40,21","-73,59","-10,58","178,81","59,55","-145,24","53,41","-45,71","-3,25","-28,9","189,79","-135,9","36,84","72,23","29,37","69,47","65,87","25,71","59,91","-12,25","-65,88","24,46","-7,8","88,78","-57,63","-9,87","64,62","-98,24","-70,79","32,08","-82,57","9,79","28,15","-38,37","5,3","-4,22","23,9","214,89","40,43","-67,28","-130,51","61,18","66,1","-130,39","5,38","340,66","-67,5","140,31","228,83","-74,82","-55,09","-122,75","107,35","-141,97","-219,52","-120,84","-120,59","8,84"
